sample_id,sra_study,bioproject
SAMEA117314361,ERP160040,PRJEB75463
SAMEA117322014,ERP160040,PRJEB75463
SAMEA117312687,ERP160040,PRJEB75463
SAMEA117319783,ERP160040,PRJEB75463
SAMEA117321564,ERP160040,PRJEB75463
SAMEA117319180,ERP160040,PRJEB75463
SAMEA117318506,ERP160040,PRJEB75463
SAMEA117313809,ERP160040,PRJEB75463
SAMEA117311969,ERP160040,PRJEB75463
SAMEA117318674,ERP160040,PRJEB75463
SAMEA117313801,ERP160040,PRJEB75463
SAMEA117322318,ERP160040,PRJEB75463
SAMEA117320373,ERP160040,PRJEB75463
SAMEA117313687,ERP160040,PRJEB75463
SAMEA117318194,ERP160040,PRJEB75463
SAMEA117316787,ERP160040,PRJEB75463
SAMEA117321428,ERP160040,PRJEB75463
SAMEA117319057,ERP160040,PRJEB75463
SAMEA117313026,ERP160040,PRJEB75463
SAMEA117313334,ERP160040,PRJEB75463
SAMEA117320456,ERP160040,PRJEB75463
SAMEA117317896,ERP160040,PRJEB75463
SAMEA117317871,ERP160040,PRJEB75463
SAMEA117312588,ERP160040,PRJEB75463
SAMEA117316264,ERP160040,PRJEB75463
SAMEA117317016,ERP160040,PRJEB75463
SAMEA117322033,ERP160040,PRJEB75463
SAMEA117322437,ERP160040,PRJEB75463
SAMEA117318262,ERP160040,PRJEB75463
SAMEA117315867,ERP160040,PRJEB75463
SAMEA117321138,ERP160040,PRJEB75463
SAMEA117318012,ERP160040,PRJEB75463
SAMEA117317510,ERP160040,PRJEB75463
SAMEA117320775,ERP160040,PRJEB75463
SAMEA117318712,ERP160040,PRJEB75463
SAMEA117318026,ERP160040,PRJEB75463
SAMEA117321310,ERP160040,PRJEB75463
SAMEA117320585,ERP160040,PRJEB75463
SAMEA117320336,ERP160040,PRJEB75463
SAMEA117320480,ERP160040,PRJEB75463
SAMEA117321169,ERP160040,PRJEB75463
SAMEA117322293,ERP160040,PRJEB75463
SAMEA117322431,ERP160040,PRJEB75463
SAMEA117322145,ERP160040,PRJEB75463
SAMEA117318809,ERP160040,PRJEB75463
SAMEA117318554,ERP160040,PRJEB75463
SAMEA117317100,ERP160040,PRJEB75463
SAMEA117313621,ERP160040,PRJEB75463
SAMEA117320573,ERP160040,PRJEB75463
SAMEA117315477,ERP160040,PRJEB75463
SAMEA117321807,ERP160040,PRJEB75463
SAMEA117317469,ERP160040,PRJEB75463
SAMEA117314213,ERP160040,PRJEB75463
SAMEA117315756,ERP160040,PRJEB75463
SAMEA117318548,ERP160040,PRJEB75463
SAMEA117320817,ERP160040,PRJEB75463
SAMEA117319166,ERP160040,PRJEB75463
SAMEA117317062,ERP160040,PRJEB75463
SAMEA117321978,ERP160040,PRJEB75463
SAMEA117316715,ERP160040,PRJEB75463
SAMEA117319756,ERP160040,PRJEB75463
SAMEA117316706,ERP160040,PRJEB75463
SAMEA117316995,ERP160040,PRJEB75463
SAMEA117319028,ERP160040,PRJEB75463
SAMEA117313231,ERP160040,PRJEB75463
SAMEA117321137,ERP160040,PRJEB75463
SAMEA117314270,ERP160040,PRJEB75463
SAMEA117317875,ERP160040,PRJEB75463
SAMEA117322327,ERP160040,PRJEB75463
SAMEA117316800,ERP160040,PRJEB75463
SAMEA117312193,ERP160040,PRJEB75463
SAMEA117321614,ERP160040,PRJEB75463
SAMEA117321863,ERP160040,PRJEB75463
SAMEA117312480,ERP160040,PRJEB75463
SAMEA117320634,ERP160040,PRJEB75463
SAMEA117313867,ERP160040,PRJEB75463
SAMEA117317200,ERP160040,PRJEB75463
SAMEA117320556,ERP160040,PRJEB75463
SAMEA117314559,ERP160040,PRJEB75463
SAMEA117320068,ERP160040,PRJEB75463
SAMEA117313168,ERP160040,PRJEB75463
SAMEA117317670,ERP160040,PRJEB75463
SAMEA117319964,ERP160040,PRJEB75463
SAMEA117320286,ERP160040,PRJEB75463
SAMEA117313302,ERP160040,PRJEB75463
SAMEA117318386,ERP160040,PRJEB75463
SAMEA117320712,ERP160040,PRJEB75463
SAMEA117321432,ERP160040,PRJEB75463
SAMEA117313538,ERP160040,PRJEB75463
SAMEA117318724,ERP160040,PRJEB75463
SAMEA117314140,ERP160040,PRJEB75463
SAMEA117319206,ERP160040,PRJEB75463
SAMEA117318337,ERP160040,PRJEB75463
SAMEA117322178,ERP160040,PRJEB75463
SAMEA117322489,ERP160040,PRJEB75463
SAMEA117322474,ERP160040,PRJEB75463
SAMEA117320175,ERP160040,PRJEB75463
SAMEA117322509,ERP160040,PRJEB75463
SAMEA117322255,ERP160040,PRJEB75463
SAMEA117318773,ERP160040,PRJEB75463
SAMEA117312533,ERP160040,PRJEB75463
SAMEA117318960,ERP160040,PRJEB75463
SAMEA117319476,ERP160040,PRJEB75463
SAMEA117317046,ERP160040,PRJEB75463
SAMEA117311815,ERP160040,PRJEB75463
SAMEA117317694,ERP160040,PRJEB75463
SAMEA117313250,ERP160040,PRJEB75463
SAMEA117315679,ERP160040,PRJEB75463
SAMEA117318515,ERP160040,PRJEB75463
SAMEA117318903,ERP160040,PRJEB75463
SAMEA117314481,ERP160040,PRJEB75463
SAMEA117315663,ERP160040,PRJEB75463
SAMEA117319402,ERP160040,PRJEB75463
SAMEA117313149,ERP160040,PRJEB75463
SAMEA117320352,ERP160040,PRJEB75463
SAMEA117322120,ERP160040,PRJEB75463
SAMEA117319088,ERP160040,PRJEB75463
SAMEA117322122,ERP160040,PRJEB75463
SAMEA117320077,ERP160040,PRJEB75463
SAMEA117320641,ERP160040,PRJEB75463
SAMEA117315831,ERP160040,PRJEB75463
SAMEA117316017,ERP160040,PRJEB75463
SAMEA117313759,ERP160040,PRJEB75463
SAMEA117315312,ERP160040,PRJEB75463
SAMEA117316664,ERP160040,PRJEB75463
SAMEA117319532,ERP160040,PRJEB75463
SAMEA117316299,ERP160040,PRJEB75463
SAMEA117317405,ERP160040,PRJEB75463
SAMEA117312019,ERP160040,PRJEB75463
SAMEA117322448,ERP160040,PRJEB75463
SAMEA117318104,ERP160040,PRJEB75463
SAMEA117319867,ERP160040,PRJEB75463
SAMEA117319998,ERP160040,PRJEB75463
SAMEA117315995,ERP160040,PRJEB75463
SAMEA117317074,ERP160040,PRJEB75463
SAMEA117316832,ERP160040,PRJEB75463
SAMEA117318948,ERP160040,PRJEB75463
SAMEA117313641,ERP160040,PRJEB75463
SAMEA117317495,ERP160040,PRJEB75463
SAMEA117321375,ERP160040,PRJEB75463
SAMEA117319544,ERP160040,PRJEB75463
SAMEA117322458,ERP160040,PRJEB75463
SAMEA117316108,ERP160040,PRJEB75463
SAMEA117322479,ERP160040,PRJEB75463
SAMEA117317067,ERP160040,PRJEB75463
SAMEA117317395,ERP160040,PRJEB75463
SAMEA117316337,ERP160040,PRJEB75463
SAMEA117313894,ERP160040,PRJEB75463
SAMEA117319885,ERP160040,PRJEB75463
SAMEA117318060,ERP160040,PRJEB75463
SAMEA117316427,ERP160040,PRJEB75463
SAMEA117319307,ERP160040,PRJEB75463
SAMEA117312988,ERP160040,PRJEB75463
SAMEA117316185,ERP160040,PRJEB75463
SAMEA117318257,ERP160040,PRJEB75463
SAMEA117321277,ERP160040,PRJEB75463
SAMEA117321540,ERP160040,PRJEB75463
SAMEA117321853,ERP160040,PRJEB75463
SAMEA117314834,ERP160040,PRJEB75463
SAMEA117319099,ERP160040,PRJEB75463
SAMEA117318483,ERP160040,PRJEB75463
SAMEA117313411,ERP160040,PRJEB75463
SAMEA117321211,ERP160040,PRJEB75463
SAMEA117319709,ERP160040,PRJEB75463
SAMEA117320386,ERP160040,PRJEB75463
SAMEA117322425,ERP160040,PRJEB75463
SAMEA117311962,ERP160040,PRJEB75463
SAMEA117321343,ERP160040,PRJEB75463
SAMEA117314624,ERP160040,PRJEB75463
SAMEA117315850,ERP160040,PRJEB75463
SAMEA117317278,ERP160040,PRJEB75463
SAMEA117317590,ERP160040,PRJEB75463
SAMEA117320092,ERP160040,PRJEB75463
SAMEA117321041,ERP160040,PRJEB75463
SAMEA117317332,ERP160040,PRJEB75463
SAMEA117321808,ERP160040,PRJEB75463
SAMEA117322557,ERP160040,PRJEB75463
SAMEA117321410,ERP160040,PRJEB75463
SAMEA117321501,ERP160040,PRJEB75463
SAMEA117318853,ERP160040,PRJEB75463
SAMEA117317542,ERP160040,PRJEB75463
SAMEA117319329,ERP160040,PRJEB75463
SAMEA117313743,ERP160040,PRJEB75463
SAMEA117322022,ERP160040,PRJEB75463
SAMEA117318418,ERP160040,PRJEB75463
SAMEA117321051,ERP160040,PRJEB75463
SAMEA117313105,ERP160040,PRJEB75463
SAMEA117314635,ERP160040,PRJEB75463
SAMEA117318211,ERP160040,PRJEB75463
SAMEA117318367,ERP160040,PRJEB75463
SAMEA117321596,ERP160040,PRJEB75463
SAMEA117321706,ERP160040,PRJEB75463
SAMEA117316273,ERP160040,PRJEB75463
SAMEA117316286,ERP160040,PRJEB75463
SAMEA117320681,ERP160040,PRJEB75463
SAMEA117316621,ERP160040,PRJEB75463
SAMEA117317816,ERP160040,PRJEB75463
SAMEA117317978,ERP160040,PRJEB75463
SAMEA117318840,ERP160040,PRJEB75463
SAMEA117321846,ERP160040,PRJEB75463
SAMEA117317847,ERP160040,PRJEB75463
SAMEA117314230,ERP160040,PRJEB75463
SAMEA117321039,ERP160040,PRJEB75463
SAMEA117313780,ERP160040,PRJEB75463
SAMEA117312175,ERP160040,PRJEB75463
SAMEA117319051,ERP160040,PRJEB75463
SAMEA117319518,ERP160040,PRJEB75463
SAMEA117321158,ERP160040,PRJEB75463
SAMEA117322490,ERP160040,PRJEB75463
SAMEA117320338,ERP160040,PRJEB75463
SAMEA117312623,ERP160040,PRJEB75463
SAMEA117322488,ERP160040,PRJEB75463
SAMEA117318806,ERP160040,PRJEB75463
SAMEA117317614,ERP160040,PRJEB75463
SAMEA117312779,ERP160040,PRJEB75463
SAMEA117320568,ERP160040,PRJEB75463
SAMEA117314180,ERP160040,PRJEB75463
SAMEA117319883,ERP160040,PRJEB75463
SAMEA117312635,ERP160040,PRJEB75463
SAMEA117317400,ERP160040,PRJEB75463
SAMEA117320831,ERP160040,PRJEB75463
SAMEA117313383,ERP160040,PRJEB75463
SAMEA117320968,ERP160040,PRJEB75463
SAMEA117318260,ERP160040,PRJEB75463
SAMEA117321939,ERP160040,PRJEB75463
SAMEA117318847,ERP160040,PRJEB75463
SAMEA117319226,ERP160040,PRJEB75463
SAMEA117319332,ERP160040,PRJEB75463
SAMEA117316735,ERP160040,PRJEB75463
SAMEA117319231,ERP160040,PRJEB75463
SAMEA117313546,ERP160040,PRJEB75463
SAMEA117322081,ERP160040,PRJEB75463
SAMEA117312621,ERP160040,PRJEB75463
SAMEA117320549,ERP160040,PRJEB75463
SAMEA117314111,ERP160040,PRJEB75463
SAMEA117314224,ERP160040,PRJEB75463
SAMEA117317081,ERP160040,PRJEB75463
SAMEA117321648,ERP160040,PRJEB75463
SAMEA117316429,ERP160040,PRJEB75463
SAMEA117316648,ERP160040,PRJEB75463
SAMEA117320528,ERP160040,PRJEB75463
SAMEA117313896,ERP160040,PRJEB75463
SAMEA117320851,ERP160040,PRJEB75463
SAMEA117318803,ERP160040,PRJEB75463
SAMEA117317648,ERP160040,PRJEB75463
SAMEA117321736,ERP160040,PRJEB75463
SAMEA117315543,ERP160040,PRJEB75463
SAMEA117311834,ERP160040,PRJEB75463
SAMEA117312492,ERP160040,PRJEB75463
SAMEA117319408,ERP160040,PRJEB75463
SAMEA117315350,ERP160040,PRJEB75463
SAMEA117318092,ERP160040,PRJEB75463
SAMEA117319054,ERP160040,PRJEB75463
SAMEA117320447,ERP160040,PRJEB75463
SAMEA117319804,ERP160040,PRJEB75463
SAMEA117319892,ERP160040,PRJEB75463
SAMEA117318965,ERP160040,PRJEB75463
SAMEA117320654,ERP160040,PRJEB75463
SAMEA117314332,ERP160040,PRJEB75463
SAMEA117322048,ERP160040,PRJEB75463
SAMEA117320013,ERP160040,PRJEB75463
SAMEA117317734,ERP160040,PRJEB75463
SAMEA117318929,ERP160040,PRJEB75463
SAMEA117317975,ERP160040,PRJEB75463
SAMEA117320149,ERP160040,PRJEB75463
SAMEA117315172,ERP160040,PRJEB75463
SAMEA117315318,ERP160040,PRJEB75463
SAMEA117317709,ERP160040,PRJEB75463
SAMEA117322402,ERP160040,PRJEB75463
SAMEA117312671,ERP160040,PRJEB75463
SAMEA117315135,ERP160040,PRJEB75463
SAMEA117321743,ERP160040,PRJEB75463
SAMEA117313609,ERP160040,PRJEB75463
SAMEA117314589,ERP160040,PRJEB75463
SAMEA117312801,ERP160040,PRJEB75463
SAMEA117318513,ERP160040,PRJEB75463
SAMEA117312602,ERP160040,PRJEB75463
SAMEA117313322,ERP160040,PRJEB75463
SAMEA117321812,ERP160040,PRJEB75463
SAMEA117314949,ERP160040,PRJEB75463
SAMEA117317039,ERP160040,PRJEB75463
SAMEA117317108,ERP160040,PRJEB75463
SAMEA117316459,ERP160040,PRJEB75463
SAMEA117314538,ERP160040,PRJEB75463
SAMEA117320685,ERP160040,PRJEB75463
SAMEA117317139,ERP160040,PRJEB75463
SAMEA117321360,ERP160040,PRJEB75463
SAMEA117317713,ERP160040,PRJEB75463
SAMEA117319434,ERP160040,PRJEB75463
SAMEA117321601,ERP160040,PRJEB75463
SAMEA117316364,ERP160040,PRJEB75463
SAMEA117321855,ERP160040,PRJEB75463
SAMEA117311777,ERP160040,PRJEB75463
SAMEA117314992,ERP160040,PRJEB75463
SAMEA117314197,ERP160040,PRJEB75463
SAMEA117318610,ERP160040,PRJEB75463
SAMEA117320113,ERP160040,PRJEB75463
SAMEA117314591,ERP160040,PRJEB75463
SAMEA117319464,ERP160040,PRJEB75463
SAMEA117321856,ERP160040,PRJEB75463
SAMEA117322427,ERP160040,PRJEB75463
SAMEA117313147,ERP160040,PRJEB75463
SAMEA117316682,ERP160040,PRJEB75463
SAMEA117318327,ERP160040,PRJEB75463
SAMEA117320800,ERP160040,PRJEB75463
SAMEA117318470,ERP160040,PRJEB75463
SAMEA117316766,ERP160040,PRJEB75463
SAMEA117312081,ERP160040,PRJEB75463
SAMEA117318398,ERP160040,PRJEB75463
SAMEA117320308,ERP160040,PRJEB75463
SAMEA117321864,ERP160040,PRJEB75463
SAMEA117320838,ERP160040,PRJEB75463
SAMEA117312289,ERP160040,PRJEB75463
SAMEA117321820,ERP160040,PRJEB75463
SAMEA117316918,ERP160040,PRJEB75463
SAMEA117320881,ERP160040,PRJEB75463
SAMEA117316625,ERP160040,PRJEB75463
SAMEA117320867,ERP160040,PRJEB75463
SAMEA117318643,ERP160040,PRJEB75463
SAMEA117313812,ERP160040,PRJEB75463
SAMEA117311889,ERP160040,PRJEB75463
SAMEA117316794,ERP160040,PRJEB75463
SAMEA117322535,ERP160040,PRJEB75463
SAMEA117321467,ERP160040,PRJEB75463
SAMEA117312135,ERP160040,PRJEB75463
SAMEA117317443,ERP160040,PRJEB75463
SAMEA117316643,ERP160040,PRJEB75463
SAMEA117317217,ERP160040,PRJEB75463
SAMEA117320586,ERP160040,PRJEB75463
SAMEA117321524,ERP160040,PRJEB75463
SAMEA117319654,ERP160040,PRJEB75463
SAMEA117316391,ERP160040,PRJEB75463
SAMEA117320621,ERP160040,PRJEB75463
SAMEA117322106,ERP160040,PRJEB75463
SAMEA117313838,ERP160040,PRJEB75463
SAMEA117318624,ERP160040,PRJEB75463
SAMEA117322538,ERP160040,PRJEB75463
SAMEA117319237,ERP160040,PRJEB75463
SAMEA117314656,ERP160040,PRJEB75463
SAMEA117317176,ERP160040,PRJEB75463
SAMEA117319833,ERP160040,PRJEB75463
SAMEA117314838,ERP160040,PRJEB75463
SAMEA117311960,ERP160040,PRJEB75463
SAMEA117321514,ERP160040,PRJEB75463
SAMEA117316967,ERP160040,PRJEB75463
SAMEA117316788,ERP160040,PRJEB75463
SAMEA117314928,ERP160040,PRJEB75463
SAMEA117321859,ERP160040,PRJEB75463
SAMEA117321523,ERP160040,PRJEB75463
SAMEA117320425,ERP160040,PRJEB75463
SAMEA117322036,ERP160040,PRJEB75463
SAMEA117321006,ERP160040,PRJEB75463
SAMEA117314067,ERP160040,PRJEB75463
SAMEA117317128,ERP160040,PRJEB75463
SAMEA117313698,ERP160040,PRJEB75463
SAMEA117320140,ERP160040,PRJEB75463
SAMEA117317020,ERP160040,PRJEB75463
SAMEA117318252,ERP160040,PRJEB75463
SAMEA117316671,ERP160040,PRJEB75463
SAMEA117318354,ERP160040,PRJEB75463
SAMEA117315393,ERP160040,PRJEB75463
SAMEA117313014,ERP160040,PRJEB75463
SAMEA117322405,ERP160040,PRJEB75463
SAMEA117318857,ERP160040,PRJEB75463
SAMEA117322211,ERP160040,PRJEB75463
SAMEA117317448,ERP160040,PRJEB75463
SAMEA117311846,ERP160040,PRJEB75463
SAMEA117316886,ERP160040,PRJEB75463
SAMEA117317472,ERP160040,PRJEB75463
SAMEA117315986,ERP160040,PRJEB75463
SAMEA117321093,ERP160040,PRJEB75463
SAMEA117319481,ERP160040,PRJEB75463
SAMEA117312169,ERP160040,PRJEB75463
SAMEA117314382,ERP160040,PRJEB75463
SAMEA117316954,ERP160040,PRJEB75463
SAMEA117320683,ERP160040,PRJEB75463
SAMEA117318531,ERP160040,PRJEB75463
SAMEA117319091,ERP160040,PRJEB75463
SAMEA117318387,ERP160040,PRJEB75463
SAMEA117312527,ERP160040,PRJEB75463
SAMEA117320950,ERP160040,PRJEB75463
SAMEA117321605,ERP160040,PRJEB75463
SAMEA117320318,ERP160040,PRJEB75463
SAMEA117317335,ERP160040,PRJEB75463
SAMEA117319818,ERP160040,PRJEB75463
SAMEA117317352,ERP160040,PRJEB75463
SAMEA117317959,ERP160040,PRJEB75463
SAMEA117320340,ERP160040,PRJEB75463
SAMEA117314222,ERP160040,PRJEB75463
SAMEA117320931,ERP160040,PRJEB75463
SAMEA117318126,ERP160040,PRJEB75463
SAMEA117322061,ERP160040,PRJEB75463
SAMEA117321579,ERP160040,PRJEB75463
SAMEA117317919,ERP160040,PRJEB75463
SAMEA117320529,ERP160040,PRJEB75463
SAMEA117311989,ERP160040,PRJEB75463
SAMEA117319649,ERP160040,PRJEB75463
SAMEA117320396,ERP160040,PRJEB75463
SAMEA117318925,ERP160040,PRJEB75463
SAMEA117318207,ERP160040,PRJEB75463
SAMEA117319267,ERP160040,PRJEB75463
SAMEA117319759,ERP160040,PRJEB75463
SAMEA117317692,ERP160040,PRJEB75463
SAMEA117313281,ERP160040,PRJEB75463
SAMEA117312364,ERP160040,PRJEB75463
SAMEA117321751,ERP160040,PRJEB75463
SAMEA117313814,ERP160040,PRJEB75463
SAMEA117319178,ERP160040,PRJEB75463
SAMEA117321236,ERP160040,PRJEB75463
SAMEA117321220,ERP160040,PRJEB75463
SAMEA117319404,ERP160040,PRJEB75463
SAMEA117321385,ERP160040,PRJEB75463
SAMEA117321418,ERP160040,PRJEB75463
SAMEA117311883,ERP160040,PRJEB75463
SAMEA117320495,ERP160040,PRJEB75463
SAMEA117322465,ERP160040,PRJEB75463
SAMEA117319247,ERP160040,PRJEB75463
SAMEA117321845,ERP160040,PRJEB75463
SAMEA117319089,ERP160040,PRJEB75463
SAMEA117318653,ERP160040,PRJEB75463
SAMEA117319531,ERP160040,PRJEB75463
SAMEA117318575,ERP160040,PRJEB75463
SAMEA117314915,ERP160040,PRJEB75463
SAMEA117313682,ERP160040,PRJEB75463
SAMEA117312415,ERP160040,PRJEB75463
SAMEA117316368,ERP160040,PRJEB75463
SAMEA117314407,ERP160040,PRJEB75463
SAMEA117318514,ERP160040,PRJEB75463
SAMEA117317761,ERP160040,PRJEB75463
SAMEA117320229,ERP160040,PRJEB75463
SAMEA117319286,ERP160040,PRJEB75463
SAMEA117319233,ERP160040,PRJEB75463
SAMEA117317607,ERP160040,PRJEB75463
SAMEA117322382,ERP160040,PRJEB75463
SAMEA117320814,ERP160040,PRJEB75463
SAMEA117318609,ERP160040,PRJEB75463
SAMEA117316797,ERP160040,PRJEB75463
SAMEA117313571,ERP160040,PRJEB75463
SAMEA117319463,ERP160040,PRJEB75463
SAMEA117321114,ERP160040,PRJEB75463
SAMEA117315683,ERP160040,PRJEB75463
SAMEA117321898,ERP160040,PRJEB75463
SAMEA117319059,ERP160040,PRJEB75463
SAMEA117318501,ERP160040,PRJEB75463
SAMEA117320082,ERP160040,PRJEB75463
SAMEA117313238,ERP160040,PRJEB75463
SAMEA117316048,ERP160040,PRJEB75463
SAMEA117318676,ERP160040,PRJEB75463
SAMEA117314406,ERP160040,PRJEB75463
SAMEA117316535,ERP160040,PRJEB75463
SAMEA117319234,ERP160040,PRJEB75463
SAMEA117311864,ERP160040,PRJEB75463
SAMEA117321822,ERP160040,PRJEB75463
SAMEA117320382,ERP160040,PRJEB75463
SAMEA117312830,ERP160040,PRJEB75463
SAMEA117322151,ERP160040,PRJEB75463
SAMEA117314102,ERP160040,PRJEB75463
SAMEA117319890,ERP160040,PRJEB75463
SAMEA117315267,ERP160040,PRJEB75463
SAMEA117319363,ERP160040,PRJEB75463
SAMEA117320223,ERP160040,PRJEB75463
SAMEA117318426,ERP160040,PRJEB75463
SAMEA117315824,ERP160040,PRJEB75463
SAMEA117315988,ERP160040,PRJEB75463
SAMEA117312856,ERP160040,PRJEB75463
SAMEA117316719,ERP160040,PRJEB75463
SAMEA117320608,ERP160040,PRJEB75463
SAMEA117322521,ERP160040,PRJEB75463
SAMEA117318842,ERP160040,PRJEB75463
SAMEA117313540,ERP160040,PRJEB75463
SAMEA117319525,ERP160040,PRJEB75463
SAMEA117318810,ERP160040,PRJEB75463
SAMEA117317013,ERP160040,PRJEB75463
SAMEA117319922,ERP160040,PRJEB75463
SAMEA117321633,ERP160040,PRJEB75463
SAMEA117316960,ERP160040,PRJEB75463
SAMEA117316964,ERP160040,PRJEB75463
SAMEA117320345,ERP160040,PRJEB75463
SAMEA117321800,ERP160040,PRJEB75463
SAMEA117315955,ERP160040,PRJEB75463
SAMEA117319503,ERP160040,PRJEB75463
SAMEA117322358,ERP160040,PRJEB75463
SAMEA117321359,ERP160040,PRJEB75463
SAMEA117315186,ERP160040,PRJEB75463
SAMEA117315973,ERP160040,PRJEB75463
SAMEA117317393,ERP160040,PRJEB75463
SAMEA117319710,ERP160040,PRJEB75463
SAMEA117312387,ERP160040,PRJEB75463
SAMEA117318884,ERP160040,PRJEB75463
SAMEA117320560,ERP160040,PRJEB75463
SAMEA117321028,ERP160040,PRJEB75463
SAMEA117315545,ERP160040,PRJEB75463
SAMEA117317781,ERP160040,PRJEB75463
SAMEA117321433,ERP160040,PRJEB75463
SAMEA117313821,ERP160040,PRJEB75463
SAMEA117319414,ERP160040,PRJEB75463
SAMEA117321929,ERP160040,PRJEB75463
SAMEA117321891,ERP160040,PRJEB75463
SAMEA117318875,ERP160040,PRJEB75463
SAMEA117314462,ERP160040,PRJEB75463
SAMEA117322201,ERP160040,PRJEB75463
SAMEA117321905,ERP160040,PRJEB75463
SAMEA117313700,ERP160040,PRJEB75463
SAMEA117315469,ERP160040,PRJEB75463
SAMEA117318928,ERP160040,PRJEB75463
SAMEA117316855,ERP160040,PRJEB75463
SAMEA117318382,ERP160040,PRJEB75463
SAMEA117318967,ERP160040,PRJEB75463
SAMEA117322396,ERP160040,PRJEB75463
SAMEA117315263,ERP160040,PRJEB75463
SAMEA117317737,ERP160040,PRJEB75463
SAMEA117319562,ERP160040,PRJEB75463
SAMEA117321848,ERP160040,PRJEB75463
SAMEA117317195,ERP160040,PRJEB75463
SAMEA117315363,ERP160040,PRJEB75463
SAMEA117316311,ERP160040,PRJEB75463
SAMEA117316866,ERP160040,PRJEB75463
SAMEA117318808,ERP160040,PRJEB75463
SAMEA117322343,ERP160040,PRJEB75463
SAMEA117314074,ERP160040,PRJEB75463
SAMEA117317702,ERP160040,PRJEB75463
SAMEA117311878,ERP160040,PRJEB75463
SAMEA117318568,ERP160040,PRJEB75463
SAMEA117319418,ERP160040,PRJEB75463
SAMEA117320407,ERP160040,PRJEB75463
SAMEA117319015,ERP160040,PRJEB75463
SAMEA117320206,ERP160040,PRJEB75463
SAMEA117319775,ERP160040,PRJEB75463
SAMEA117317856,ERP160040,PRJEB75463
SAMEA117312919,ERP160040,PRJEB75463
SAMEA117313858,ERP160040,PRJEB75463
SAMEA117317586,ERP160040,PRJEB75463
SAMEA117321288,ERP160040,PRJEB75463
SAMEA117314970,ERP160040,PRJEB75463
SAMEA117318439,ERP160040,PRJEB75463
SAMEA117322157,ERP160040,PRJEB75463
SAMEA117319959,ERP160040,PRJEB75463
SAMEA117317289,ERP160040,PRJEB75463
SAMEA117321868,ERP160040,PRJEB75463
SAMEA117320017,ERP160040,PRJEB75463
SAMEA117322040,ERP160040,PRJEB75463
SAMEA117320739,ERP160040,PRJEB75463
SAMEA117315549,ERP160040,PRJEB75463
SAMEA117320857,ERP160040,PRJEB75463
SAMEA117313794,ERP160040,PRJEB75463
SAMEA117318209,ERP160040,PRJEB75463
SAMEA117316850,ERP160040,PRJEB75463
SAMEA117318482,ERP160040,PRJEB75463
SAMEA117312200,ERP160040,PRJEB75463
SAMEA117319855,ERP160040,PRJEB75463
SAMEA117322381,ERP160040,PRJEB75463
SAMEA117319254,ERP160040,PRJEB75463
SAMEA117316258,ERP160040,PRJEB75463
SAMEA117320746,ERP160040,PRJEB75463
SAMEA117317000,ERP160040,PRJEB75463
SAMEA117318850,ERP160040,PRJEB75463
SAMEA117320888,ERP160040,PRJEB75463
SAMEA117316908,ERP160040,PRJEB75463
SAMEA117319181,ERP160040,PRJEB75463
SAMEA117320076,ERP160040,PRJEB75463
SAMEA117311874,ERP160040,PRJEB75463
SAMEA117312720,ERP160040,PRJEB75463
SAMEA117320137,ERP160040,PRJEB75463
SAMEA117318540,ERP160040,PRJEB75463
SAMEA117319882,ERP160040,PRJEB75463
SAMEA117321363,ERP160040,PRJEB75463
SAMEA117318176,ERP160040,PRJEB75463
SAMEA117319742,ERP160040,PRJEB75463
SAMEA117314761,ERP160040,PRJEB75463
SAMEA117314990,ERP160040,PRJEB75463
SAMEA117322316,ERP160040,PRJEB75463
SAMEA117312563,ERP160040,PRJEB75463
SAMEA117318752,ERP160040,PRJEB75463
SAMEA117313327,ERP160040,PRJEB75463
SAMEA117317435,ERP160040,PRJEB75463
SAMEA117319698,ERP160040,PRJEB75463
SAMEA117320051,ERP160040,PRJEB75463
SAMEA117321013,ERP160040,PRJEB75463
SAMEA117316774,ERP160040,PRJEB75463
SAMEA117318217,ERP160040,PRJEB75463
SAMEA117319266,ERP160040,PRJEB75463
SAMEA117322275,ERP160040,PRJEB75463
SAMEA117315408,ERP160040,PRJEB75463
SAMEA117317475,ERP160040,PRJEB75463
SAMEA117320176,ERP160040,PRJEB75463
SAMEA117319845,ERP160040,PRJEB75463
SAMEA117320810,ERP160040,PRJEB75463
SAMEA117318008,ERP160040,PRJEB75463
SAMEA117319042,ERP160040,PRJEB75463
SAMEA117319139,ERP160040,PRJEB75463
SAMEA117320118,ERP160040,PRJEB75463
SAMEA117318185,ERP160040,PRJEB75463
SAMEA117317893,ERP160040,PRJEB75463
SAMEA117320018,ERP160040,PRJEB75463
SAMEA117313417,ERP160040,PRJEB75463
SAMEA117315456,ERP160040,PRJEB75463
SAMEA117316366,ERP160040,PRJEB75463
SAMEA117320704,ERP160040,PRJEB75463
SAMEA117319149,ERP160040,PRJEB75463
SAMEA117313579,ERP160040,PRJEB75463
SAMEA117316136,ERP160040,PRJEB75463
SAMEA117319572,ERP160040,PRJEB75463
SAMEA117318447,ERP160040,PRJEB75463
SAMEA117316413,ERP160040,PRJEB75463
SAMEA117312271,ERP160040,PRJEB75463
SAMEA117322422,ERP160040,PRJEB75463
SAMEA117321911,ERP160040,PRJEB75463
SAMEA117322002,ERP160040,PRJEB75463
